locality_code,locality_name,district_code,district_name,municipal_status_code,municipal_status_name
3606,גלגל,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
346,גליל ים,51,תל אביב,19.0,מועצה אזורית חוף השרון
1809,"גליל עליון מז מ""א 1",21,צפת,1.0,מועצה אזורית הגליל העליון
1811,"גליל עליון מז מ""א 2",21,צפת,2.0,מועצה אזורית מרום הגליל
1810,"גליל עליון מז מ""א 55",21,צפת,55.0,מועצה אזורית מבואות החרמון
1812,"גליל עליון מז של""ש",21,צפת,,חסר מעמד מוניציפלי
1820,"גליל תחתון מז מ""א 2",22,כנרת,2.0,מועצה אזורית מרום הגליל
1819,"גליל תחתון מז מ""א 3",22,כנרת,3.0,מועצה אזורית הגליל התחתון
1821,"גליל תחתון מז מ""א 6",22,כנרת,6.0,מועצה אזורית עמק הירדן
1822,"גליל תחתון מז של""ש",22,כנרת,,חסר מעמד מוניציפלי
369,גלעד (אבן יצחק),23,יזרעאל,13.0,מועצה אזורית מגידו
1997,"גמ""ל מחוז דרום",62,באר שבע,,חסר מעמד מוניציפלי
745,גמזו,43,רמלה,25.0,מועצה אזורית חבל מודיעין
1072,גן הדרום,44,רחובות,32.0,מועצה אזורית גדרות
225,גן השומרון,32,חדרה,14.0,מועצה אזורית מנשה
239,גן חיים,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
734,גן יאשיה,41,השרון,16.0,מועצה אזורית עמק חפר
166,גן יבנה,44,רחובות,99.0,מועצה מקומית
1274,גן נר,23,יזרעאל,8.0,מועצה אזורית הגלבוע
311,גן שורק,44,רחובות,27.0,מועצה אזורית גן רווה
144,גן שלמה,44,רחובות,28.0,מועצה אזורית ברנר
72,גן שמואל,32,חדרה,14.0,מועצה אזורית מנשה
836,גנות,43,רמלה,40.0,מועצה אזורית שדות דן
549,גנות הדר,41,השרון,18.0,מועצה אזורית לב השרון
1103,גני הדר,43,רמלה,30.0,מועצה אזורית גזר
1371,גני טל,44,רחובות,31.0,מועצה אזורית נחל שורק
862,גני יוחנן,44,רחובות,30.0,מועצה אזורית גזר
3823,גני מודיעין,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
218,גני עם,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
229,גני תקווה,42,פתח תקווה,99.0,מועצה מקומית
842,געש,41,השרון,19.0,מועצה אזורית חוף השרון
463,געתון,24,עכו,4.0,מועצה אזורית מטה אשר
39,גפן,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1129,גרופית,62,באר שבע,53.0,מועצה אזורית חבל אילות
4022,גשור,29,גולן,71.0,מועצה אזורית גולן
305,גשר,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
574,גשר הזיו,24,עכו,4.0,מועצה אזורית מטה אשר
340,גת (קיבוץ),61,אשקלון,35.0,מועצה אזורית יואב
128,גת רימון,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
494,דאלית אל-כרמל,31,חיפה,99.0,מועצה מקומית
146,דבורה,23,יזרעאל,8.0,מועצה אזורית הגלבוע
489,דבורייה,23,יזרעאל,99.0,מועצה מקומית
849,דבירה,62,באר שבע,41.0,מועצה אזורית בני שמעון
407,דברת,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
62,דגניה א',22,כנרת,6.0,מועצה אזורית עמק הירדן
79,דגניה ב',22,כנרת,6.0,מועצה אזורית עמק הירדן
1067,"דוב""ב",24,עכו,2.0,מועצה אזורית מרום הגליל
3747,דולב,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
738,דור,32,חדרה,15.0,מועצה אזורית חוף הכרמל
336,דורות,61,אשקלון,37.0,מועצה אזורית שער הנגב
475,דחי,23,יזרעאל,66.0,מועצה אזורית בוסתן אל-מרג'
490,דייר אל-אסד,24,עכו,99.0,מועצה מקומית
492,דייר חנא,24,עכו,99.0,מועצה מקומית
493,דייר ראפאת,11,ירושלים,26.0,מועצה אזורית מטה יהודה
2200,דימונה,62,באר שבע,0.0,עירייה
2063,דישון,21,צפת,55.0,מועצה אזורית מבואות החרמון
300,דלייה,23,יזרעאל,13.0,מועצה אזורית מגידו
431,דלתון,21,צפת,2.0,מועצה אזורית מרום הגליל
1317,דמיידה,24,עכו,56.0,מועצה אזורית משגב
303,דן,21,צפת,1.0,מועצה אזורית הגליל העליון
302,דפנה,21,צפת,1.0,מועצה אזורית הגליל העליון
1241,דקל,62,באר שבע,38.0,מועצה אזורית אשכול
1881,"דרום השרון מ""א 18",42,פתח תקווה,18.0,מועצה אזורית לב השרון
1882,"דרום השרון מ""א 20",42,פתח תקווה,20.0,מועצה אזורית דרום השרון
1885,"דרום השרון של""ש",42,פתח תקווה,,חסר מעמד מוניציפלי
1998,דרום יהודה,77,חברון,,חסר מעמד מוניציפלי
1349,דריג'את,62,באר שבע,69.0,מועצה אזורית אל קסום
702,האון,22,כנרת,6.0,מועצה אזורית עמק הירדן
675,הבונים,32,חדרה,15.0,מועצה אזורית חוף הכרמל
356,הגושרים,21,צפת,1.0,מועצה אזורית הגליל העליון
191,הדר עם,41,השרון,16.0,מועצה אזורית עמק חפר
9700,הוד השרון,42,פתח תקווה,0.0,עירייה
1322,הודיות,22,כנרת,3.0,מועצה אזורית הגליל התחתון
726,הודייה,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
1169,הוואשלה (שבט),62,באר שבע,,חסר מעמד מוניציפלי
956,הוזייל (שבט),62,באר שבע,,חסר מעמד מוניציפלי
1186,הושעיה,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
250,הזורע,23,יזרעאל,13.0,מועצה אזורית מגידו
307,הזורעים,22,כנרת,3.0,מועצה אזורית הגליל התחתון
434,החותרים,32,חדרה,15.0,מועצה אזורית חוף הכרמל
684,היוגב,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
1208,הילה,24,עכו,52.0,מועצה אזורית מעלה יוסף
377,המעפיל,41,השרון,16.0,מועצה אזורית עמק חפר
1751,המרכז למחקר-נחל שורק,44,רחובות,,חסר מעמד מוניציפלי
677,הסוללים,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
423,העוגן,41,השרון,16.0,מועצה אזורית עמק חפר
1944,"הערבה מ""א 51",62,באר שבע,51.0,מועצה אזורית תמר
1945,"הערבה מ""א 53",62,באר שבע,53.0,מועצה אזורית חבל אילות
1946,"הערבה מ""א 54",62,באר שבע,54.0,מועצה אזורית הערבה התיכונה
3769,הר אדר,74,ראמאללה,99.0,מועצה מקומית
1869,"הר אלכסנדר מ""א 14",32,חדרה,14.0,מועצה אזורית מנשה
1868,"הר אלכסנדר מ""א 45",32,חדרה,45.0,מועצה אזורית אלונה
1870,"הר אלכסנדר של""ש",32,חדרה,,חסר מעמד מוניציפלי
3603,הר גילה,76,בית לחם,76.0,מועצה אזורית גוש עציון
1953,"הר הנגב הדרומי מ""א 48",62,באר שבע,48.0,מועצה אזורית רמת נגב
1951,"הר הנגב הדרומי מ""א 53",62,באר שבע,53.0,מועצה אזורית חבל אילות
1952,"הר הנגב הדרומי מ""א 54",62,באר שבע,54.0,מועצה אזורית הערבה התיכונה
1948,"הר הנגב הצפוני מ""א 48",62,באר שבע,48.0,מועצה אזורית רמת נגב
1949,"הר הנגב הצפוני מ""א 51",62,באר שבע,51.0,מועצה אזורית תמר
1947,"הר הנגב הצפוני מ""א 53",62,באר שבע,53.0,מועצה אזורית חבל אילות
1950,"הר הנגב הצפוני מ""א 54",62,באר שבע,54.0,מועצה אזורית הערבה התיכונה
1261,הר עמשא,62,באר שבע,51.0,מועצה אזורית תמר
464,הראל,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1249,הרדוף,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
1801,"הרי יהודה מ""א 26",11,ירושלים,26.0,מועצה אזורית מטה יהודה
1802,"הרי יהודה של""ש",11,ירושלים,,חסר מעמד מוניציפלי
1823,הרי נצרת-תירען,23,יזרעאל,,חסר מעמד מוניציפלי
1839,"הרי נצרת-תירען מ""א 9",23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
6400,הרצלייה,51,תל אביב,0.0,עירייה
1203,הררית,24,עכו,56.0,מועצה אזורית משגב
1999,השומרון,71,ג'נין,,חסר מעמד מוניציפלי
3639,ורד יריחו,75,ירדן-יריחו,74.0,מועצה אזורית מגילות ים המלח
1133,ורדון,61,אשקלון,35.0,מועצה אזורית יואב
2742,זבארגה (שבט),62,באר שבע,,חסר מעמד מוניציפלי
815,זבדיאל,61,אשקלון,34.0,מועצה אזורית שפיר
44,זוהר,61,אשקלון,50.0,מועצה אזורית לכיש
584,זיקים,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
788,זיתן,43,רמלה,40.0,מועצה אזורית שדות דן
9300,זכרון יעקב,32,חדרה,99.0,מועצה מקומית
799,זכריה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1290,זמר,41,השרון,99.0,מועצה מקומית
1065,זמרת,62,באר שבע,39.0,מועצה אזורית שדות נגב
816,זנוח,11,ירושלים,26.0,מועצה אזורית מטה יהודה
2064,זרועה,62,באר שבע,39.0,מועצה אזורית שדות נגב
975,זרזיר,23,יזרעאל,99.0,מועצה מקומית
818,זרחיה,61,אשקלון,34.0,מועצה אזורית שפיר
1321,ח'ואלד,31,חיפה,12.0,מועצה אזורית זבולון
986,ח'ואלד (שבט),25,יזרעאל,,חסר מעמד מוניציפלי
235,חבצלת השרון,41,השרון,16.0,מועצה אזורית עמק חפר
1110,חבר,23,יזרעאל,8.0,מועצה אזורית הגלבוע
717,חגור,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
3764,חגי,77,חברון,78.0,מועצה אזורית הר חברון
205,חגלה,41,השרון,16.0,מועצה אזורית עמק חפר
4026,חד-נס,29,גולן,71.0,מועצה אזורית גולן
618,חדיד,43,רמלה,25.0,מועצה אזורית חבל מודיעין
6500,חדרה,32,חדרה,0.0,עירייה
948,חוג'ייראת (ד'הרה) (שבט),24,עכו,56.0,מועצה אזורית משגב
160,חולדה,43,רמלה,30.0,מועצה אזורית גזר
6600,חולון,53,תל אביב,0.0,עירייה
1239,חולית,62,באר שבע,38.0,מועצה אזורית אשכול
253,חולתה,21,צפת,1.0,מועצה אזורית הגליל העליון
662,חוסן,24,עכו,52.0,מועצה אזורית מעלה יוסף
1332,חוסנייה,24,עכו,56.0,מועצה אזורית משגב
1864,"חוף הכרמל מ""א 15",32,חדרה,15.0,מועצה אזורית חוף הכרמל
115,חופית,41,השרון,16.0,מועצה אזורית עמק חפר
374,חוקוק,22,כנרת,6.0,מועצה אזורית עמק הירדן
1303,חורה,62,באר שבע,99.0,מועצה מקומית
496,חורפיש,24,עכו,99.0,מועצה מקומית
355,חורשים,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
1047,חזון,21,צפת,2.0,מועצה אזורית מרום הגליל
219,חיבת ציון,41,השרון,16.0,מועצה אזורית עמק חפר
3643,חיננית,71,ג'נין,72.0,מועצה אזורית שומרון
4000,חיפה,31,חיפה,0.0,עירייה
162,חירות,41,השרון,18.0,מועצה אזורית לב השרון
1272,חלוץ,24,עכו,56.0,מועצה אזורית משגב
820,חלץ,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
801,"חמ""ד",43,רמלה,40.0,מועצה אזורית שדות דן
993,חמאם,22,כנרת,65.0,מועצה אזורית אל-בטוף
343,חמדיה,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
3646,חמדת,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
3609,חמרה,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
807,חניאל,41,השרון,16.0,מועצה אזורית עמק חפר
280,חניתה,24,עכו,4.0,מועצה אזורית מטה אשר
1257,חנתון,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
4005,חספין,29,גולן,71.0,מועצה אזורית גולן
363,חפץ חיים,44,רחובות,31.0,מועצה אזורית נחל שורק
90,חפצי-בה,23,יזרעאל,8.0,מועצה אזורית הגלבוע
700,חצב,61,אשקלון,33.0,מועצה אזורית באר טוביה
13,חצבה,62,באר שבע,54.0,מועצה אזורית הערבה התיכונה
406,חצור-אשדוד,61,אשקלון,33.0,מועצה אזורית באר טוביה
2034,חצור הגלילית,21,צפת,99.0,מועצה מקומית
397,חצרים,62,באר שבע,41.0,מועצה אזורית בני שמעון
422,חרב לאת,41,השרון,16.0,מועצה אזורית עמק חפר
1024,חרוצים,41,השרון,19.0,מועצה אזורית חוף השרון
1247,חריש,32,חדרה,99.0,מועצה מקומית
1960,"חרמון מ""א 71",29,גולן,71.0,מועצה אזורית גולן
3717,חרמש,71,ג'נין,72.0,מועצה אזורית שומרון
1209,חרשים,24,עכו,56.0,מועצה אזורית משגב
3770,חשמונאים,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
6700,טבריה,22,כנרת,0.0,עירייה
962,טובא-זנגרייה,21,צפת,99.0,מועצה מקומית
498,טורעאן,25,יזרעאל,99.0,מועצה מקומית
2730,טייבה,41,השרון,0.0,עירייה
497,טייבה (בעמק),23,יזרעאל,8.0,מועצה אזורית הגלבוע
2720,טירה,41,השרון,0.0,עירייה
663,טירת יהודה,42,פתח תקווה,25.0,מועצה אזורית חבל מודיעין
2100,טירת כרמל,31,חיפה,0.0,עירייה
268,טירת צבי,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
1181,טל-אל,24,עכו,56.0,מועצה אזורית משגב
462,טל שחר,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1177,טללים,62,באר שבע,48.0,מועצה אזורית רמת נגב
3788,טלמון,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
8900,טמרה,24,עכו,0.0,עירייה
547,טמרה (יזרעאל),23,יזרעאל,8.0,מועצה אזורית הגלבוע
3743,טנא,77,חברון,78.0,מועצה אזורית הר חברון
1214,טפחות,21,צפת,2.0,מועצה אזורית מרום הגליל
1295,יאנוח-ג'ת,24,עכו,99.0,מועצה מקומית
1232,יבול,62,באר שבע,38.0,מועצה אזורית אשכול
46,יבנאל,22,כנרת,99.0,מועצה מקומית
2660,יבנה,44,רחובות,0.0,עירייה
96,יגור,31,חיפה,12.0,מועצה אזורית זבולון
798,יגל,43,רמלה,40.0,מועצה אזורית שדות דן
577,יד בנימין,44,רחובות,31.0,מועצה אזורית נחל שורק
1134,יד השמונה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
758,יד חנה,41,השרון,16.0,מועצה אזורית עמק חפר
358,יד מרדכי,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
775,יד נתן,61,אשקלון,50.0,מועצה אזורית לכיש
64,"יד רמב""ם",43,רמלה,30.0,מועצה אזורית גזר
1144,ידידה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
9400,יהוד-מונוסון,42,פתח תקווה,0.0,עירייה
1158,יהל,62,באר שבע,53.0,מועצה אזורית חבל אילות
2009,יובל,21,צפת,55.0,מועצה אזורית מבואות החרמון
1226,יובלים,24,עכו,56.0,מועצה אזורית משגב
1112,יודפת,24,עכו,56.0,מועצה אזורית משגב
4007,יונתן,29,גולן,71.0,מועצה אזורית גולן
803,יושיביה,62,באר שבע,39.0,מועצה אזורית שדות נגב
452,יזרעאל,23,יזרעאל,8.0,מועצה אזורית הגלבוע
409,יחיעם,24,עכו,4.0,מועצה אזורית מטה אשר
866,יטבתה,62,באר שבע,53.0,מועצה אזורית חבל אילות
3607,"ייט""ב",75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
811,יכיני,61,אשקלון,37.0,מועצה אזורית שער הנגב
1772,ים המלח - בתי מלון,62,באר שבע,51.0,מועצה אזורית תמר
753,ינוב,41,השרון,18.0,מועצה אזורית לב השרון
2011,ינון,61,אשקלון,33.0,מועצה אזורית באר טוביה
29,יסוד המעלה,21,צפת,99.0,מועצה מקומית
440,יסודות,44,רחובות,31.0,מועצה אזורית נחל שורק
575,יסעור,24,עכו,4.0,מועצה אזורית מטה אשר
1138,יעד,24,עכו,56.0,מועצה אזורית משגב
1117,יעל,23,יזרעאל,8.0,מועצה אזורית הגלבוע
1044,יעף,41,השרון,18.0,מועצה אזורית לב השרון
795,יערה,24,עכו,52.0,מועצה אזורית מעלה יוסף
1863,"יערות גבעת המורה מ""א 9",23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
499,יפיע,25,יזרעאל,99.0,מועצה מקומית
3566,יפית,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
134,יפעת,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
453,יפתח,21,צפת,1.0,מועצה אזורית הגליל העליון
3749,יצהר,72,שכם,72.0,מועצה אזורית שומרון
759,יציץ,43,רמלה,30.0,מועצה אזורית גזר
417,יקום,41,השרון,19.0,מועצה אזורית חוף השרון
3647,יקיר,73,טול כרם,72.0,מועצה אזורית שומרון
241,יקנעם (מושבה),23,יזרעאל,13.0,מועצה אזורית מגידו
240,יקנעם עילית,23,יזרעאל,0.0,עירייה
623,יראון,24,עכו,1.0,מועצה אזורית הגליל העליון
2026,ירדנה,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
831,ירוחם,62,באר שבע,99.0,מועצה מקומית
3000,ירושלים,11,ירושלים,0.0,עירייה
718,ירחיב,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
502,ירכא,24,עכו,99.0,מועצה מקומית
183,ירקונה,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
916,ישע,62,באר שבע,38.0,מועצה אזורית אשכול
805,ישעי,11,ירושלים,26.0,מועצה אזורית מטה יהודה
828,ישרש,43,רמלה,30.0,מועצה אזורית גזר
1227,יתד,62,באר שבע,38.0,מועצה אזורית אשכול
504,כאבול,24,עכו,99.0,מועצה מקומית
505,כאוכב אבו אל-היג'א,24,עכו,99.0,מועצה מקומית
576,כברי,24,עכו,4.0,מועצה אזורית מטה אשר
371,כדורי,22,כנרת,3.0,מועצה אזורית הגליל התחתון
1338,כדיתה,21,צפת,2.0,מועצה אזורית מרום הגליל
3564,כוכב השחר,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
1224,כוכב יאיר,42,פתח תקווה,99.0,מועצה מקומית
3779,כוכב יעקב,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
824,כוכב מיכאל,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
1252,כורזים,21,צפת,55.0,מועצה אזורית מבואות החרמון
1210,כחל,21,צפת,55.0,מועצה אזורית מבואות החרמון
1367,כחלה,62,באר שבע,69.0,מועצה אזורית אל קסום
840,כיסופים,62,באר שבע,38.0,מועצה אזורית אשכול
1153,כישור,24,עכו,56.0,מועצה אזורית משגב
1183,כליל,24,עכו,4.0,מועצה אזורית מטה אשר
1229,כלנית,21,צפת,2.0,מועצה אזורית מרום הגליל
1331,כמאנה,24,עכו,56.0,מועצה אזורית משגב
1291,כמהין,62,באר שבע,48.0,מועצה אזורית רמת נגב
1201,כמון,24,עכו,56.0,מועצה אזורית משגב
2006,כנות,61,אשקלון,33.0,מועצה אזורית באר טוביה
4028,כנף,29,גולן,71.0,מועצה אזורית גולן
63,כנרת (מושבה),22,כנרת,6.0,מועצה אזורית עמק הירדן
57,כנרת (קבוצה),22,כנרת,6.0,מועצה אזורית עמק הירדן
1059,כסיפה,62,באר שבע,99.0,מועצה מקומית
859,כסלון,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1296,כסרא-סמיע,24,עכו,99.0,מועצה מקומית
978,כעביה-טבאש-חג'אג'רה,25,יזרעאל,99.0,מועצה מקומית
857,כפר אביב,44,רחובות,32.0,מועצה אזורית גדרות
3638,כפר אדומים,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
364,כפר אוריה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
690,כפר אחים,61,אשקלון,33.0,מועצה אזורית באר טוביה
220,כפר ביאליק,31,חיפה,12.0,מועצה אזורית זבולון
177,"כפר ביל""ו",44,רחובות,30.0,מועצה אזורית גזר
357,כפר בלום,21,צפת,1.0,מועצה אזורית הגליל העליון
2010,כפר בן נון,43,רמלה,30.0,מועצה אזורית גזר
633,כפר ברא,42,פתח תקווה,99.0,מועצה מקומית
132,כפר ברוך,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
106,כפר גדעון,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
427,כפר גלים,32,חדרה,15.0,מועצה אזורית חוף הכרמל
310,כפר גליקסון,32,חדרה,14.0,מועצה אזורית מנשה
76,כפר גלעדי,21,צפת,1.0,מועצה אזורית הגליל העליון
707,כפר דניאל,43,רמלה,25.0,מועצה אזורית חבל מודיעין
3796,כפר האורנים,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
192,כפר החורש,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
254,כפר המכבי,31,חיפה,12.0,מועצה אזורית זבולון
582,כפר הנגיד,44,רחובות,27.0,מועצה אזורית גן רווה
890,כפר הנוער הדתי,31,חיפה,12.0,מועצה אזורית זבולון
443,כפר הנשיא,21,צפת,1.0,מועצה אזורית הגליל העליון
187,כפר הס,41,השרון,18.0,מועצה אזורית לב השרון
217,"כפר הרא""ה",41,השרון,16.0,מועצה אזורית עמק חפר
888,"כפר הרי""ף",61,אשקלון,35.0,מועצה אזורית יואב
190,כפר ויתקין,41,השרון,16.0,מועצה אזורית עמק חפר
320,כפר ורבורג,61,אשקלון,33.0,מועצה אזורית באר טוביה
1263,כפר ורדים,24,עכו,99.0,מועצה מקומית
1325,כפר זוהרים,11,ירושלים,26.0,מועצה אזורית מטה יהודה
786,כפר זיתים,22,כנרת,3.0,מועצה אזורית הגליל התחתון
696,"כפר חב""ד",43,רמלה,40.0,מועצה אזורית שדות דן
609,כפר חושן,21,צפת,2.0,מועצה אזורית מרום הגליל
255,כפר חיטים,22,כנרת,3.0,מועצה אזורית הגליל התחתון
193,כפר חיים,41,השרון,16.0,מועצה אזורית עמק חפר
1297,כפר חנניה,21,צפת,2.0,מועצה אזורית מרום הגליל
112,כפר חסידים א',31,חיפה,12.0,מועצה אזורית זבולון
889,כפר חסידים ב',31,חיפה,12.0,מועצה אזורית זבולון
4004,כפר חרוב,29,גולן,71.0,מועצה אזורית גולן
673,כפר טרומן,43,רמלה,25.0,מועצה אזורית חבל מודיעין
507,כפר יאסיף,24,עכו,99.0,מועצה מקומית
233,כפר ידידיה,41,השרון,16.0,מועצה אזורית עמק חפר
140,כפר יהושע,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
168,כפר יונה,41,השרון,0.0,עירייה
85,כפר יחזקאל,23,יזרעאל,8.0,מועצה אזורית הגלבוע
170,כפר יעבץ,41,השרון,18.0,מועצה אזורית לב השרון
508,כפר כמא,22,כנרת,99.0,מועצה מקומית
509,כפר כנא,25,יזרעאל,99.0,מועצה מקומית
387,כפר מונש,41,השרון,16.0,מועצה אזורית עמק חפר
1095,כפר מימון,62,באר שבע,39.0,מועצה אזורית שדות נגב
98,"כפר מל""ל",42,פתח תקווה,20.0,מועצה אזורית דרום השרון
510,כפר מנדא,24,עכו,99.0,מועצה מקומית
274,כפר מנחם,61,אשקלון,35.0,מועצה אזורית יואב
297,כפר מסריק,24,עכו,4.0,מועצה אזורית מטה אשר
512,כפר מצר,25,יזרעאל,66.0,מועצה אזורית בוסתן אל-מרג'
764,כפר מרדכי,44,רחובות,32.0,מועצה אזורית גדרות
316,כפר נטר,41,השרון,19.0,מועצה אזורית חוף השרון
345,כפר סאלד,21,צפת,1.0,מועצה אזורית הגליל העליון
6900,כפר סבא,42,פתח תקווה,0.0,עירייה
107,כפר סילבר,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
249,כפר סירקין,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
875,כפר עבודה,41,השרון,18.0,מועצה אזורית לב השרון
845,כפר עזה,61,אשקלון,37.0,מועצה אזורית שער הנגב
3488,כפר עציון,76,בית לחם,76.0,מועצה אזורית גוש עציון
189,כפר פינס,32,חדרה,14.0,מועצה אזורית מנשה
634,כפר קאסם,42,פתח תקווה,0.0,עירייה
388,כפר קיש,22,כנרת,3.0,מועצה אזורית הגליל התחתון
654,כפר קרע,32,חדרה,99.0,מועצה מקומית
579,כפר ראש הנקרה,24,עכו,4.0,מועצה אזורית מטה אשר
1130,כפר רוזנואלד (זרעית),24,עכו,52.0,מועצה אזורית מעלה יוסף
295,כפר רופין,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
1166,כפר רות,43,רמלה,25.0,מועצה אזורית חבל מודיעין
605,כפר שמאי,21,צפת,2.0,מועצה אזורית מרום הגליל
743,כפר שמואל,43,רמלה,30.0,מועצה אזורית גזר
267,כפר שמריהו,51,תל אביב,99.0,מועצה מקומית
47,כפר תבור,22,כנרת,99.0,מועצה מקומית
3572,כפר תפוח,73,טול כרם,72.0,מועצה אזורית שומרון
1285,כרכום,21,צפת,55.0,מועצה אזורית מבואות החרמון
664,כרם בן זמרה,21,צפת,2.0,מועצה אזורית מרום הגליל
88,כרם בן שמן,43,רמלה,25.0,מועצה אזורית חבל מודיעין
1094,כרם יבנה (ישיבה),44,רחובות,29.0,מועצה אזורית חבל יבנה
580,"כרם מהר""ל",32,חדרה,15.0,מועצה אזורית חוף הכרמל
1085,כרם שלום,62,באר שבע,38.0,מועצה אזורית אשכול
1264,כרמי יוסף,43,רמלה,30.0,מועצה אזורית גזר
3766,כרמי צור,77,חברון,76.0,מועצה אזורית גוש עציון
1374,כרמי קטיף,61,אשקלון,50.0,מועצה אזורית לכיש
1139,כרמיאל,24,עכו,0.0,עירייה
768,כרמייה,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
1198,כרמים,62,באר שבע,41.0,מועצה אזורית בני שמעון
3656,כרמל,77,חברון,78.0,מועצה אזורית הר חברון
1207,לבון,24,עכו,56.0,מועצה אזורית משגב
585,לביא,22,כנרת,3.0,מועצה אזורית הגליל התחתון
1230,לבנים,21,צפת,2.0,מועצה אזורית מרום הגליל
2023,להב,62,באר שבע,41.0,מועצה אזורית בני שמעון
380,להבות הבשן,21,צפת,1.0,מועצה אזורית הגליל העליון
715,להבות חביבה,32,חדרה,14.0,מועצה אזורית מנשה
1271,להבים,62,באר שבע,99.0,מועצה מקומית
7000,לוד,43,רמלה,0.0,עירייה
52,לוזית,11,ירושלים,26.0,מועצה אזורית מטה יהודה
595,לוחמי הגיטאות,24,עכו,4.0,מועצה אזורית מטה אשר
1171,לוטם,24,עכו,56.0,מועצה אזורית משגב
1255,לוטן,62,באר שבע,53.0,מועצה אזורית חבל אילות
674,לימן,24,עכו,4.0,מועצה אזורית מטה אשר
24,לכיש,61,אשקלון,50.0,מועצה אזורית לכיש
1310,לפיד,43,רמלה,25.0,מועצה אזורית חבל מודיעין
1173,לפידות,24,עכו,52.0,מועצה אזורית מעלה יוסף
1060,לקיה,62,באר שבע,99.0,מועצה מקומית
2055,מאור,32,חדרה,14.0,מועצה אזורית מנשה
102,מאיר שפיה,32,חדרה,15.0,מועצה אזורית חוף הכרמל
771,מבוא ביתר,11,ירושלים,26.0,מועצה אזורית מטה יהודה
3569,מבוא דותן,71,ג'נין,72.0,מועצה אזורית שומרון
3709,מבוא חורון,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
4204,מבוא חמה,29,גולן,71.0,מועצה אזורית גולן
1141,מבוא מודיעים,43,רמלה,25.0,מועצה אזורית חבל מודיעין
1318,מבואות ים,41,השרון,16.0,מועצה אזורית עמק חפר
3825,מבואות יריחו,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
1080,מבועים,62,באר שבע,42.0,מועצה אזורית מרחבים
829,מבטחים,62,באר שבע,38.0,מועצה אזורית אשכול
573,מבקיעים,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
